100,200,1000000,9.656250,10.454545
100,400,1000000,9.218750,12.032000
200,400,1000000,9.303030,9.909091
300,400,1000000,12.653465,12.371901
100,800,1000000,8.939394,6.000000
200,800,1000000,9.523077,12.714286
300,800,1000000,10.040404,11.915584
400,800,1000000,10.597015,12.166667
500,800,1000000,12.637427,12.356164
600,800,1000000,11.389163,13.738532
700,800,1000000,11.782979,12.240000
100,1600,1000000,7.684211,18.621381
200,1600,1000000,11.073529,15.721831
300,1600,1000000,10.231579,15.760369
400,1600,1000000,11.534351,14.684015
500,1600,1000000,12.415205,15.205797
600,1600,1000000,11.578680,14.076555
700,1600,1000000,12.746781,12.059524
800,1600,1000000,12.306569,14.786517
900,1600,1000000,13.265306,15.638365
1000,1600,1000000,12.397626,17.218962
1100,1600,1000000,13.266846,14.899441
1200,1600,1000000,14.483791,16.466019
1300,1600,1000000,14.769932,13.687943
1400,1600,1000000,13.727074,14.988796
1500,1600,1000000,13.855131,13.400000
100,3200,1000000,8.472222,12.610215
200,3200,1000000,10.712121,11.858934
300,3200,1000000,10.779817,14.310118
400,3200,1000000,11.007634,12.751527
500,3200,1000000,11.880240,14.838298
600,3200,1000000,13.009569,13.331671
700,3200,1000000,12.991379,13.365751
800,3200,1000000,13.037736,12.740181
900,3200,1000000,12.673401,12.289552
1000,3200,1000000,14.161194,13.386139
1100,3200,1000000,12.583333,11.705290
1200,3200,1000000,14.156171,13.909326
1300,3200,1000000,13.572430,12.903491
1400,3200,1000000,13.421842,13.474438
1500,3200,1000000,15.370741,14.789883
1600,3200,1000000,13.959410,13.249649
1700,3200,1000000,14.081081,13.535168
1800,3200,1000000,14.543294,14.552398
1900,3200,1000000,14.662461,13.806647
2000,3200,1000000,14.057269,12.271186
2100,3200,1000000,14.699713,11.615625
2200,3200,1000000,14.630137,14.314353
2300,3200,1000000,14.812987,14.428398
2400,3200,1000000,17.667084,13.880795
2500,3200,1000000,15.779481,12.693252
2600,3200,1000000,15.249710,12.139159
2700,3200,1000000,14.716232,13.203753
2800,3200,1000000,15.063237,14.156780
2900,3200,1000000,15.269547,14.803549
3000,3200,1000000,15.862725,13.527619
3100,3200,1000000,14.833333,12.805842
100,6400,1000000,7.794118,14.188609
200,6400,1000000,10.093750,14.876230
300,6400,1000000,12.696078,15.630607
400,6400,1000000,12.015038,16.010791
500,6400,1000000,11.828402,14.847059
600,6400,1000000,11.945545,13.896586
700,6400,1000000,13.232456,14.693220
800,6400,1000000,12.726923,14.487013
900,6400,1000000,13.916944,14.663462
1000,6400,1000000,13.919162,15.198358
1100,6400,1000000,13.361257,13.922340
1200,6400,1000000,13.472906,13.888995
1300,6400,1000000,13.917051,14.640912
1400,6400,1000000,14.103004,15.032774
1500,6400,1000000,13.747059,14.662966
1600,6400,1000000,14.519231,14.902341
1700,6400,1000000,14.179715,14.793534
1800,6400,1000000,15.554636,15.242331
1900,6400,1000000,14.949287,15.149209
2000,6400,1000000,14.480061,14.704878
2100,6400,1000000,15.008608,14.167508
2200,6400,1000000,15.876861,15.447248
2300,6400,1000000,17.143799,15.595013
2400,6400,1000000,15.113493,15.064272
2500,6400,1000000,14.687651,14.018949
2600,6400,1000000,14.386651,13.794552
2700,6400,1000000,15.971460,14.257377
2800,6400,1000000,15.955914,15.074205
2900,6400,1000000,15.254902,14.798030
3000,6400,1000000,14.558882,13.319681
3100,6400,1000000,16.226964,15.048507
3200,6400,1000000,14.727704,13.738400
3300,6400,1000000,15.532668,14.214480
3400,6400,1000000,15.508326,14.547566
3500,6400,1000000,15.358312,14.307387
3600,6400,1000000,17.397479,16.086661
3700,6400,1000000,15.688907,14.102890
3800,6400,1000000,15.924679,14.622170
3900,6400,1000000,15.798033,14.282103
4000,6400,1000000,15.639910,13.455603
4100,6400,1000000,15.900442,14.239726
4200,6400,1000000,16.146743,15.220377
4300,6400,1000000,17.027121,15.099744
4400,6400,1000000,16.660876,14.248853
4500,6400,1000000,16.253883,14.253589
4600,6400,1000000,15.784745,13.923677
4700,6400,1000000,17.238218,14.527888
4800,6400,1000000,15.820317,13.932149
4900,6400,1000000,16.481013,14.051030
5000,6400,1000000,16.599042,15.076078
5100,6400,1000000,16.002327,14.510187
5200,6400,1000000,16.368511,13.789988
5300,6400,1000000,16.131730,13.798486
5400,6400,1000000,15.851351,14.228030
5500,6400,1000000,17.005956,15.320248
5600,6400,1000000,16.741158,15.209839
5700,6400,1000000,16.909958,14.121979
5800,6400,1000000,16.980849,14.282241
5900,6400,1000000,16.564605,13.671672
6000,6400,1000000,18.111556,15.379310
6100,6400,1000000,18.281925,15.993827
6200,6400,1000000,16.267153,13.493213
6300,6400,1000000,17.424141,14.596267
100,12800,1000000,8.545455,15.622308
200,12800,1000000,9.636364,15.489610
300,12800,1000000,10.784314,15.622144
400,12800,1000000,11.007042,15.859697
500,12800,1000000,12.654971,16.906278
600,12800,1000000,11.722772,15.377273
700,12800,1000000,12.601770,15.960677
800,12800,1000000,12.712121,16.303267
900,12800,1000000,12.793220,15.310345
1000,12800,1000000,13.507463,15.867856
1100,12800,1000000,12.576316,15.092030
1200,12800,1000000,14.842105,16.639640
1300,12800,1000000,13.350114,15.680907
1400,12800,1000000,14.004274,15.731288
1500,12800,1000000,14.047244,15.651209
1600,12800,1000000,14.870722,16.304727
1700,12800,1000000,14.541219,16.268098
1800,12800,1000000,13.648425,15.187031
1900,12800,1000000,16.172468,17.593039
2000,12800,1000000,14.707504,15.920848
2100,12800,1000000,15.518207,16.485485
2200,12800,1000000,15.458839,16.127082
2300,12800,1000000,14.993360,16.304112
2400,12800,1000000,15.134831,16.073471
2500,12800,1000000,14.998788,16.305618
2600,12800,1000000,15.119767,15.883814
2700,12800,1000000,15.808204,15.529767
2800,12800,1000000,15.615058,16.290760
2900,12800,1000000,15.581967,16.037398
3000,12800,1000000,14.963439,15.532844
3100,12800,1000000,15.855908,15.825995
3200,12800,1000000,15.612994,15.678987
3300,12800,1000000,15.440217,15.796773
3400,12800,1000000,15.809181,15.675082
3500,12800,1000000,16.963090,17.305832
3600,12800,1000000,17.272126,17.472779
3700,12800,1000000,16.440939,16.732553
3800,12800,1000000,14.674290,14.993467
3900,12800,1000000,15.894136,15.699448
4000,12800,1000000,17.075205,16.641171
4100,12800,1000000,16.725125,16.594149
4200,12800,1000000,15.949502,15.904065
4300,12800,1000000,15.857840,15.333621
4400,12800,1000000,15.565395,15.247647
4500,12800,1000000,15.878828,15.559944
4600,12800,1000000,17.495710,17.415874
4700,12800,1000000,16.667925,16.512464
