4800,12800,1000000,17.154039,16.519769
4900,12800,1000000,16.907975,15.681076
5000,12800,1000000,17.182578,16.130459
5100,12800,1000000,18.232836,17.894202
5200,12800,1000000,16.058994,15.365337
5300,12800,1000000,16.967008,16.008269
5400,12800,1000000,16.224330,15.645602
5500,12800,1000000,16.675996,16.270485
5600,12800,1000000,15.796883,15.046154
5700,12800,1000000,17.005744,15.942172
5800,12800,1000000,16.812436,15.898917
5900,12800,1000000,16.289090,15.867747
6000,12800,1000000,16.614885,15.880391
6100,12800,1000000,16.368395,15.611218
6200,12800,1000000,16.374108,15.140625
6300,12800,1000000,18.041827,17.189915
6400,12800,1000000,17.712932,16.590281
6500,12800,1000000,17.028020,16.130672
6600,12800,1000000,16.932584,15.915683
6700,12800,1000000,16.297786,15.013521
6800,12800,1000000,19.128340,17.736049
6900,12800,1000000,20.255834,18.766587
7000,12800,1000000,17.419811,16.046698
7100,12800,1000000,18.346615,16.089491
7200,12800,1000000,16.918624,15.930401
7300,12800,1000000,16.860206,15.853509
7400,12800,1000000,17.110619,15.627907
7500,12800,1000000,18.238966,17.088027
7600,12800,1000000,18.929681,17.849763
7700,12800,1000000,17.691556,16.030917
7800,12800,1000000,17.176311,15.336291
7900,12800,1000000,17.784592,16.033642
8000,12800,1000000,17.018175,15.073565
8100,12800,1000000,17.143496,15.117491
8200,12800,1000000,17.182353,15.937170
8300,12800,1000000,16.803314,15.579664
8400,12800,1000000,16.454644,14.834401
8500,12800,1000000,17.367289,15.880422
8600,12800,1000000,17.040795,15.419626
8700,12800,1000000,17.172390,15.278206
8800,12800,1000000,17.552122,15.680702
8900,12800,1000000,18.054264,16.136897
9000,12800,1000000,16.915446,15.506466
9100,12800,1000000,19.315545,17.321994
9200,12800,1000000,17.463630,15.800000
9300,12800,1000000,18.306555,16.563454
9400,12800,1000000,18.187640,16.430342
9500,12800,1000000,17.576668,15.434257
9600,12800,1000000,17.165935,15.293230
9700,12800,1000000,16.846841,15.157643
9800,12800,1000000,17.855966,15.499451
9900,12800,1000000,18.755400,16.811855
10000,12800,1000000,17.134186,15.336069
10100,12800,1000000,16.870644,15.092202
10200,12800,1000000,17.288131,15.223547
10300,12800,1000000,17.105585,15.294016
10400,12800,1000000,17.890920,15.778648
10500,12800,1000000,17.488524,15.653412
10600,12800,1000000,18.023837,16.169803
10700,12800,1000000,17.289972,15.169536
10800,12800,1000000,18.443027,16.440513
10900,12800,1000000,17.258329,15.096758
11000,12800,1000000,17.540283,15.591209
11100,12800,1000000,18.040939,15.810223
11200,12800,1000000,17.585183,15.697624
11300,12800,1000000,17.565090,15.763614
11400,12800,1000000,19.539028,17.162224
11500,12800,1000000,17.486465,15.646623
11600,12800,1000000,17.898279,16.109053
11700,12800,1000000,18.201011,16.196547
11800,12800,1000000,17.743812,15.432579
11900,12800,1000000,17.785948,15.859195
12000,12800,1000000,17.423367,15.111933
12100,12800,1000000,18.102778,15.896218
12200,12800,1000000,17.800000,15.637027
12300,12800,1000000,17.890428,15.378081
12400,12800,1000000,18.254802,16.053259
12500,12800,1000000,18.594536,16.217805
12600,12800,1000000,17.644181,15.065854
12700,12800,1000000,18.957035,16.723035
